,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8142,581,Spain,Male,43,9,78022.61,1,0,1,30662.91,0
8143,627,Germany,Male,29,5,139541.58,2,1,0,80607.33,0
8144,616,France,Female,37,6,0.0,1,1,0,86242.18,0
8145,599,Spain,Male,25,3,0.0,2,1,1,120790.02,0
8146,499,France,Female,57,1,0.0,1,0,0,131372.38,1
8147,643,Germany,Male,41,2,127841.52,1,1,0,172363.41,0
8148,835,Spain,Male,45,3,100212.13,1,1,0,152577.62,0
8149,359,France,Female,44,6,128747.69,1,1,0,146955.71,1
8150,525,France,Male,37,10,0.0,3,1,0,171045.35,1
8151,684,Spain,Male,34,9,100628.0,2,1,1,190263.78,0
8152,549,Germany,Male,45,6,124240.93,1,1,1,146372.51,0
8153,549,France,Male,29,3,0.0,2,1,0,146090.38,0
8154,744,France,Female,38,9,0.0,2,0,0,20940.76,0
8155,573,Germany,Male,35,9,134498.54,2,1,1,119924.8,0
8156,691,France,Female,37,5,40915.55,1,1,0,126213.84,1
8157,840,Germany,Female,51,1,87779.83,1,0,1,36687.11,1
8158,762,Spain,Male,29,10,115545.33,2,1,0,148256.43,0
8159,547,Germany,Male,32,8,155726.85,1,1,0,67789.99,0
8160,721,Spain,Female,37,7,137933.39,1,1,1,67976.57,0
8161,786,France,Female,33,0,83036.05,1,0,1,154990.58,1
8162,819,France,Male,38,9,122334.26,2,1,1,181507.44,0
8163,625,France,Male,52,5,164978.01,1,1,1,67788.49,0
8164,627,Germany,Female,35,2,137852.96,1,1,1,172269.21,1
8165,751,France,Female,48,9,0.0,1,1,0,137508.42,1
8166,646,Germany,Male,32,8,105397.8,1,1,0,78111.84,1
8167,671,France,Male,45,2,106376.85,1,0,1,158264.62,0
8168,763,Spain,Female,32,10,95153.77,1,0,1,81310.1,0
8169,474,France,Male,33,5,0.0,2,1,0,181945.52,1
8170,556,Spain,Female,48,8,168522.37,1,1,1,151310.16,0
8171,418,France,Male,36,7,90145.04,1,1,1,69157.93,0
8172,724,France,Male,28,9,0.0,2,1,1,100240.2,0
8173,804,France,Male,55,7,0.0,2,1,1,118752.6,0
8174,615,France,Male,35,7,0.0,2,1,0,150784.29,0
8175,557,France,Male,34,3,83074.0,1,1,0,132673.22,0
8176,513,Spain,Female,31,5,174853.46,1,1,0,84238.63,0
8177,850,Germany,Male,32,3,137714.25,1,0,1,159403.68,0
8178,624,France,Female,62,7,125163.62,2,1,1,151411.5,0
8179,526,Germany,Male,61,6,133845.28,2,1,1,45180.8,0
8180,668,Spain,Female,69,9,0.0,1,0,1,134483.07,0
8181,624,Germany,Female,52,0,133723.43,1,0,0,4859.59,1
8182,850,Spain,Female,57,8,126776.3,2,1,1,132298.49,0
8183,537,Germany,Female,47,4,124192.28,2,1,1,50881.51,0
8184,703,Germany,Male,39,1,141559.5,1,1,1,31257.1,1
8185,641,France,Female,40,7,0.0,1,1,0,126996.67,0
8186,590,NotReported,Male,37,6,169902.92,1,1,1,128256.18,0
8187,623,Germany,Male,50,7,126608.37,1,0,1,645.61,1
8188,627,France,Male,73,0,146329.73,1,0,1,43615.67,0
8189,678,Spain,Female,39,6,0.0,1,0,1,185366.56,0
8190,570,France,Female,29,0,0.0,1,1,0,37092.43,0
8191,604,France,Female,71,2,0.0,2,1,1,49506.82,0
8192,751,Spain,Male,33,4,79281.61,1,1,0,117547.76,0
8193,801,Spain,NotSpecified,42,4,141947.67,1,1,1,10598.29,0
8194,676,Spain,Male,48,1,131659.59,2,0,1,14152.15,0
8195,701,Germany,Male,36,7,95448.32,2,1,0,189085.07,0
8196,690,France,Male,54,5,0.0,1,1,0,12847.61,1
8197,676,Spain,Male,35,0,76534.49540312754,2,0,0,139911.58,0
8198,736,France,Male,43,4,176134.54,1,1,1,52856.88,0
8199,730,France,Female,32,9,127661.69,1,0,0,60905.51,0
8200,714,Spain,Male,29,4,0.0,2,1,1,37605.9,0
8201,511,France,Female,46,1,0.0,1,1,1,115779.48,1
8202,608,Spain,Female,35,6,76534.49540312754,2,1,1,143463.28,0
8203,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0
8204,599,Spain,Male,33,4,51690.89,1,1,0,111622.76,1
8205,708,Germany,Female,23,4,71433.08,1,1,0,103697.57,0
8206,777,France,Female,30,4,0.0,2,0,1,115611.97,0
8207,481,France,Female,28,10,0.0,2,1,0,145215.96,0
8208,752,Germany,Female,38,10,101648.5,2,2,0,172001.44,0
8209,505,Germany,Female,37,10,122453.97,2,1,1,52693.99,0
8210,670,Spain,Male,43,1,97792.21,1,0,0,120225.62,0
8211,609,France,Male,37,1,39344.83,1,1,1,178291.89,1
8212,740,France,Male,33,1,129574.98,1,1,1,123300.38,0
8213,709,France,Female,32,2,87814.89,1,1,0,138578.37,0
8214,799,Spain,Male,35,7,0.0,2,0,1,140780.8,0
8215,790,France,Female,31,9,0.0,2,1,0,84126.75,0
8216,702,Germany,Female,60,5,138597.54,2,1,1,41536.59,1
8217,488,Germany,Female,33,4,140002.35,1,1,0,123613.81,0
8218,567,France,Female,23,9,93522.2,1,0,1,81425.61,0
8219,681,Germany,Female,44,4,91115.76,2,0,0,24208.84,1
8220,562,France,Male,33,6,0.0,2,1,0,111590.35,0
8221,572,Germany,Female,35,1,139979.07,1,1,0,185662.84,0
8222,657,Spain,Female,41,6,112119.48,1,1,0,17536.82,0
8223,560,Spain,Female,31,5,125341.69,1,1,0,79547.39,0
8224,770,France,Female,70,9,110738.89,1,1,0,22666.77,1
8225,648,Germany,Male,41,5,123049.21,1,0,1,5066.76,0
8226,702,France,Female,29,10,88378.6,1,1,0,88550.28,0
8227,559,France,Male,29,1,0.0,2,0,0,155639.76,0
8228,643,NotReported,Female,33,0,137811.75,1,1,1,184856.89,0
8229,581,France,Male,37,3,104367.5,1,1,1,29937.75,0
8230,605,France,Male,36,7,128829.25,1,1,0,190588.59,0
8231,678,Germany,Female,40,8,128644.46,1,0,0,167673.37,0
8232,850,France,Male,63,8,169832.57,1,0,0,184107.26,1
8233,733,Spain,Female,38,5,0.0,2,1,1,1271.51,0
8234,435,Germany,Male,44,3,151739.65,1,1,0,167461.5,0
8235,644,France,Female,37,8,0.0,2,1,0,20968.88,0
8236,695,Spain,Female,35,7,79858.13,2,1,1,127977.66,0
8237,724,Germany,Female,33,9,119278.44,1,1,1,197148.24,0
8238,714,France,NotSpecified,51,4,88308.87,3,0,0,5862.53,1
8239,573,France,Male,35,9,0.0,2,1,0,11743.89,0
8240,764,France,Female,39,5,81042.42,1,0,1,109805.17,0
8241,554,France,Male,33,3,117413.95,1,1,1,12766.74,0
8242,745,France,Female,36,9,0.0,1,1,0,19605.18,1
8243,659,France,Male,43,1,106086.42,2,1,0,26900.63,0
8244,628,France,Female,46,1,46870.43,4,1,0,31272.14,1
8245,599,France,Male,30,9,105443.68,1,1,1,121124.53,0
8246,713,France,Male,37,1,63438.91,1,1,0,64375.4,0
8247,705,France,Female,37,10,0.0,2,1,1,13935.53,1
8248,666,Spain,Male,35,2,104832.49,1,1,0,175015.12,0
8249,684,Spain,Female,42,3,103210.27,1,1,0,31002.03,0
8250,614,France,Female,27,9,106414.57,2,0,0,77500.81,0
8251,761,France,Female,26,1,0.0,2,1,1,199409.19,0
8252,637,France,Male,40,2,133463.1,1,0,1,93165.34,0
8253,632,France,Male,60,2,0.0,2,0,1,2085.32,0
8254,601,France,NotSpecified,34,5,0.0,2,1,0,27022.57,0
8255,666,Germany,Female,21,1,121827.43,2,1,1,99818.31,0
8256,667,France,Male,40,8,72945.29,2,1,0,98931.5,0
8257,631,Germany,Female,34,6,125227.82,2,0,1,128247.03,0
8258,574,France,Male,33,8,100267.03,1,1,0,103006.27,0
8259,802,Spain,Male,41,5,0.0,2,1,1,134626.3,0
8260,700,Germany,Female,59,5,137648.41,1,1,0,142977.05,1
8261,755,France,Male,42,2,119919.12,1,1,0,156868.21,0
8262,587,France,Male,47,6,71026.77,1,1,0,57962.41,0
8263,850,Germany,Male,43,5,129305.09,2,0,1,19244.58,0
8264,743,France,Female,46,9,0.0,1,1,0,113436.08,0
8265,548,Spain,Male,37,4,0.0,1,1,0,121763.68,0
8266,794,France,Female,41,7,176845.41,3,2,0,166526.26,1
8267,751,Spain,Female,34,8,127095.14,2,0,0,479.54,0
8268,688,France,Male,29,5,0.0,2,1,0,154695.57,0
8269,537,France,Female,45,7,158621.04,1,1,0,120892.96,1
8270,533,Germany,Male,51,6,127545.56,2,0,0,79559.02,1
8271,608,France,Female,33,4,0.0,1,1,0,79304.38,1
8272,718,France,Female,35,2,167924.95,1,1,0,43024.64,0
8273,542,NotReported,Female,39,4,109949.39,2,1,1,41268.65,0
8274,614,Germany,Female,44,6,118715.86,1,1,0,133591.11,1
8275,752,Germany,Male,32,9,115587.49,2,0,1,101677.46,0
8276,652,France,Male,51,7,0.0,2,0,1,43496.36,0
8277,637,NotReported,Female,63,5,0.0,1,1,0,28092.77,1
8278,721,Germany,Male,28,9,154475.54,1,0,2,101300.94,1
8279,774,Spain,Female,43,1,116360.07,1,1,0,17004.14,0
8280,835,Germany,Female,47,5,108289.28,2,1,1,45859.55,1
8281,548,France,Male,29,5,83442.98,1,0,1,177017.39,0
8282,803,Germany,Male,34,4,142929.16,2,1,1,114869.56,0
8283,669,France,Male,45,7,149364.58,1,0,2,173454.07,0
8284,604,Spain,Female,39,7,98544.11,1,1,1,52327.57,0
8285,797,France,Male,30,10,69413.44,1,1,1,74637.57,0
8286,697,France,Female,25,1,0.0,2,0,0,87803.32,0
8287,711,France,Female,41,3,145754.91,1,1,1,101455.07,0
8288,595,France,Male,29,6,150685.79,1,1,0,87771.06,0
8289,702,France,Male,37,10,150525.8,1,1,1,94728.49,0
8290,513,Spain,Female,41,9,107135.04,2,1,1,160546.58,0
8291,455,France,Female,27,5,155879.09,2,0,0,70774.97,0
8292,688,France,Female,32,5,0.0,2,0,1,177607.77,0
8293,586,France,Male,32,1,0.0,2,0,0,31635.99,0
8294,544,France,Female,26,6,0.0,1,1,0,100200.4,1
8295,515,Germany,NotSpecified,45,7,120961.5,3,1,1,39288.11,1
8296,676,France,Male,23,1,107787.47,1,0,1,116378.82,0
8297,480,Spain,Male,47,8,75408.33,1,1,0,25887.89,1
8298,714,Germany,Male,21,6,86402.52,2,0,0,27330.59,0
8299,711,France,Male,33,1,0.0,1,0,0,41590.4,0
8300,573,France,Male,40,7,147754.68,1,1,1,110454.46,0
8301,679,France,Female,33,1,0.0,2,0,0,69608.48,0
8302,665,France,Male,51,2,0.0,1,0,0,53353.36,0
8303,804,Spain,Female,38,3,124197.22,1,1,0,74692.06,0
8304,824,Germany,Male,49,8,133231.48,1,1,1,67885.37,0
8305,656,France,Female,30,4,74323.2,1,2,1,22929.08,0
8306,663,France,Male,24,7,0.0,2,1,1,166310.82,0
8307,651,Germany,Male,29,3,121890.06,1,1,0,54530.51,1
8308,442,France,Male,34,4,0.0,2,1,0,68343.08,0
8309,521,Spain,Female,34,7,76534.49540312754,1,1,1,20243.97,1
8310,748,France,Female,39,3,157371.54,1,0,1,97734.3,0
8311,563,Germany,Male,41,2,100520.92,1,1,1,19412.8,1
8312,498,France,Male,46,1,91857.66,1,1,0,101954.78,1
8313,645,France,Female,68,9,0.0,4,1,1,176353.87,1
8314,598,Spain,Male,39,1,0.0,2,1,0,159130.32,0
8315,678,France,Male,26,5,111128.04,1,1,0,60941.27,1
8316,786,France,Female,29,4,0.0,2,1,0,103372.79,0
8317,585,Germany,Male,50,2,125845.66,1,1,0,9439.31,1
8318,749,Germany,Female,29,7,137059.05,3,1,0,102975.72,1
8319,757,Spain,Female,55,9,117294.12,4,1,0,94187.47,1
8320,760,Spain,Female,41,6,0.0,2,0,0,101491.23,0
8321,736,Germany,Female,36,8,103914.17,1,1,1,110035.88,1
8322,667,France,NotSpecified,23,1,0.0,2,1,0,91573.19,0
8323,513,Spain,Male,72,3,98903.06,1,1,1,81251.24,0
8324,622,Germany,Male,33,3,96926.12,2,1,0,48553.77,0
8325,761,France,Male,36,9,127637.92,1,1,1,81062.93,0
8326,587,Spain,Male,62,7,121286.27,1,0,1,6776.92,0
8327,710,Germany,Male,58,7,170113.0,2,0,2,10494.64,0
8328,625,France,Female,52,2,79468.96,1,1,1,84606.03,0
8329,760,Spain,Male,43,6,175735.5,1,1,1,157337.29,0
8330,663,Germany,Female,37,8,155303.71,1,1,0,118716.63,0
8331,555,France,Male,40,10,139930.18,1,1,1,105720.09,0
8332,663,France,Female,39,8,0.0,2,1,1,101168.9,0
8333,576,Spain,Male,26,8,0.0,2,0,1,34101.06,0
8334,687,France,Male,38,0,144450.58,1,0,1,137276.83,0
8335,746,France,Female,29,4,105599.67,1,1,1,43106.17,0
8336,711,Germany,Male,34,4,133467.77,2,1,1,42976.64,0
8337,709,France,Male,26,6,156551.63,1,0,1,4410.77,0
8338,606,Spain,Female,23,10,70417.79,1,0,1,90896.04,0
8339,498,Germany,Male,37,8,108432.88,2,1,1,14865.05,0
8340,573,France,Female,36,1,0.0,1,1,1,56905.38,0
8341,850,Spain,Female,29,1,0.0,2,1,1,197996.65,0
8342,658,France,Male,36,8,174060.46,1,1,1,94925.62,0
8343,689,Germany,Male,47,2,118812.5,2,0,0,31121.42,0
8344,606,Germany,Male,37,9,95293.86,2,0,1,96985.58,0
8345,679,France,Male,48,8,0.0,2,1,0,23344.94,0
8346,575,NotReported,Female,31,6,0.0,2,1,1,95686.42,0
8347,663,Spain,Male,27,8,0.0,1,1,1,188007.99,0
8348,572,France,Female,39,2,0.0,2,1,1,555.28,0
8349,587,Germany,Male,46,9,107850.82,1,1,0,139431.0,1
8350,638,Germany,Male,50,1,102645.48,1,1,0,168359.98,1
8351,539,France,Male,38,5,0.0,2,1,0,47388.41,0
8352,692,Spain,Female,29,4,0.0,2,0,0,138880.24,0
8353,679,France,Female,33,9,112528.65,2,1,0,177362.45,0
8354,769,Germany,Female,31,7,148913.72,2,1,0,53817.23,0
8355,734,France,NotSpecified,22,5,130056.23,1,0,0,121894.31,1
8356,713,Spain,Male,42,0,109121.71,1,0,1,167873.49,0
8357,536,Spain,Male,53,2,143923.96,1,1,0,2019.78,1
8358,648,Spain,Female,49,10,0.0,2,1,1,159835.78,1
8359,651,Spain,Female,63,8,129968.67,1,1,1,11830.53,0
8360,794,Spain,Female,46,8,134593.79,1,1,1,46386.37,0
8361,850,Spain,Male,39,6,206014.94,2,0,1,42774.84,1
8362,492,Germany,Female,49,2,151249.45,2,1,1,167237.94,0
8363,788,France,Male,55,3,0.0,1,0,1,13288.46,1
8364,588,Germany,Male,33,9,150186.22,2,1,1,65611.01,0
8365,850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0
8366,674,France,Male,22,3,0.0,1,1,1,173940.59,0
8367,699,France,Male,35,5,0.0,2,1,1,78397.24,0
8368,658,France,Male,32,8,0.0,1,1,1,80410.68,0
8369,717,Spain,Female,37,1,110864.38,2,1,1,124532.9,1
8370,606,France,Male,32,6,0.0,2,0,1,36540.63,0
8371,747,Spain,Female,41,5,94521.17,2,1,0,194926.86,0
8372,765,France,Male,34,9,91835.16,1,0,0,138280.17,0
8373,593,Spain,Female,38,4,88736.44,2,1,0,67020.03,0
8374,645,NotReported,Male,43,9,140121.17,1,1,0,11302.7,1
8375,764,France,Male,24,7,98148.61,1,1,0,26843.76,0
8376,728,France,Male,43,7,0.0,2,1,0,40023.7,0
8377,775,France,Female,30,5,0.0,1,1,0,193880.6,1
8378,636,France,Male,34,5,0.0,2,1,0,38570.13,0
8379,730,Spain,Male,26,6,0.0,2,1,1,185808.7,0
8380,698,France,Female,27,1,94920.71,1,1,1,40339.9,0
8381,823,France,Male,38,1,0.0,2,1,0,156603.7,0
8382,782,France,Female,33,2,94493.03,1,0,1,101866.39,0
8383,597,Spain,Female,46,4,0.0,2,1,0,58667.16,1
8384,762,Germany,Male,56,10,100260.88,3,1,1,77142.42,1
8385,655,France,Female,59,7,0.0,1,1,0,88958.49,1
8386,561,France,Female,22,6,186788.96,2,1,0,73286.8,0
8387,797,France,Male,29,1,0.0,1,0,1,149991.32,0
8388,741,France,Male,37,9,105261.76,2,1,1,149503.54,0
8389,555,France,Male,24,5,0.0,2,1,0,27513.47,0
8390,585,France,Female,38,5,0.0,1,1,1,87363.56,0
8391,500,Spain,NotSpecified,38,7,0.0,2,0,0,192013.23,0
8392,593,Germany,Male,69,2,187013.13,2,0,1,105898.69,0
8393,577,Germany,Female,44,1,152086.15,1,0,1,44719.5,1
8394,753,Germany,Female,46,3,111512.75,3,1,0,159576.75,1
8395,823,France,Male,71,5,149105.08,1,0,1,162683.06,0
8396,594,Germany,Male,38,6,63176.44,2,1,1,14466.08,0
8397,616,France,Male,37,5,144235.73,2,0,0,154957.66,1
8398,622,France,NotSpecified,38,4,98640.74,1,1,1,110457.99,0
8399,621,Spain,Female,36,7,116338.68,1,1,1,155743.48,0
8400,771,France,Male,39,5,0.0,2,1,0,96270.64,0
8401,672,France,Male,39,2,0.0,2,1,0,87372.49,0
8402,644,France,NotSpecified,39,9,0.0,1,1,0,3740.93,0
8403,571,Germany,Female,66,9,111577.01,1,0,1,189271.9,0
8404,628,Spain,Male,42,7,0.0,2,0,1,172967.87,0
8405,510,France,Female,52,6,191665.21,1,1,1,131312.56,1
8406,665,Germany,Male,63,7,104469.58,1,1,1,25165.36,1
8407,718,Germany,Male,63,7,123204.88,1,1,1,100538.8,0
8408,566,France,Female,21,3,0.0,2,1,1,3626.47,0
8409,574,France,NotSpecified,26,8,97460.1,1,1,1,43093.67,0
8410,630,France,Male,37,9,0.0,2,1,1,34338.04,0
8411,530,Germany,Male,23,1,137060.88,1,1,1,165227.23,0
8412,649,Germany,Male,70,9,116854.71,2,0,1,107125.79,0
8413,635,Germany,Male,43,5,78992.75,2,0,0,153265.31,0
8414,659,France,Female,50,3,0.0,1,1,0,183399.12,1
8415,707,France,Male,73,6,66573.17,1,1,1,62768.8,0
8416,743,France,Male,37,8,69143.91,2,0,1,105780.18,0
8417,645,France,Male,39,8,0.0,2,0,0,96864.36,0
8418,652,NotReported,Male,46,10,121063.8,3,1,0,151481.86,1
8419,737,France,Male,45,10,0.0,2,1,0,1364.54,0
8420,524,Germany,Male,29,9,144287.6,2,1,0,32063.3,0
8421,737,France,Male,43,0,80090.93,1,1,0,39920.0,1
8422,541,France,Male,36,5,0.0,1,1,0,124795.84,0
8423,746,France,Male,58,3,0.0,3,1,1,80344.96,1
8424,650,France,Female,31,7,104158.84,1,1,0,134169.85,0
8425,716,Spain,Female,29,8,0.0,2,0,0,78616.92,0
8426,694,France,Female,38,5,195926.39,1,1,1,85522.84,0
8427,720,France,Female,34,6,110717.38,1,1,1,9398.45,0
8428,673,Germany,NotSpecified,69,3,78833.15,2,1,1,37196.15,0
8429,841,Spain,Male,28,4,0.0,2,1,1,179436.6,0
8430,644,Germany,NotSpecified,51,4,95560.04,1,0,0,72628.84,1
8431,457,Spain,Female,38,6,0.0,2,1,0,173219.09,0
8432,594,Germany,Female,29,3,130830.22,1,1,0,61048.53,0
8433,664,France,Male,40,9,0.0,2,1,0,194767.3,0
8434,752,France,Male,49,2,78653.84,1,1,0,7698.6,0
8435,545,Germany,Female,44,2,127536.44,1,1,0,108398.63,0
8436,624,Spain,Male,38,7,123906.55,1,1,0,135096.78,0
8437,651,France,Male,35,2,86911.8,1,1,0,174094.24,0
8438,681,France,Female,58,8,93173.88,1,1,1,139761.25,0
8439,673,France,Female,37,10,0.0,2,1,1,37411.35,0
8440,529,Spain,Male,31,6,0.0,1,1,0,10625.91,0
8441,607,France,Male,35,2,0.0,2,1,1,114190.3,0
8442,559,France,Female,43,1,76534.49540312754,2,1,1,196645.87,0
8443,565,France,Male,55,4,118803.35,2,1,1,128124.7,1
8444,688,France,Male,26,1,0.0,2,1,1,104435.94,0
8445,792,France,Male,50,9,0.0,4,1,1,194700.81,1
8446,742,France,NotSpecified,29,4,0.0,2,1,1,180066.59,0
8447,725,Germany,Male,45,8,116917.07,1,0,0,173464.43,1
8448,669,Germany,Male,47,0,63723.78,2,1,1,181928.25,0
8449,552,France,Male,33,5,140931.57,1,0,1,10921.5,0
8450,767,France,Male,48,9,0.0,2,0,1,175458.21,0
8451,617,France,Female,34,0,76534.49540312754,2,1,0,183229.02,0
8452,753,France,Male,32,6,177729.13,1,1,1,161642.08,0
8453,518,France,Female,27,1,133801.49,1,1,1,143315.57,0
8454,638,France,Female,43,3,145860.98,1,1,1,142763.51,1
8455,472,France,Male,19,9,0.0,2,1,0,3453.4,0
8456,576,Germany,Male,63,3,148843.56,1,1,0,69414.13,1
8457,818,France,Female,49,2,0.0,1,0,1,192298.84,1
8458,704,Spain,Female,37,9,155619.58,1,1,2,135088.58,0
8459,651,France,Male,37,2,165901.59,2,1,0,23054.51,1
8460,550,France,Male,38,9,140278.99,3,1,1,171457.06,1
8461,661,France,Male,39,5,0.0,2,0,0,181461.46,0
8462,624,Spain,Female,38,8,0.0,2,1,0,95403.41,0
8463,633,France,Male,29,7,0.0,1,1,1,130224.73,0
8464,798,France,Male,34,9,154495.79,1,1,0,191395.88,0
8465,494,France,Male,40,7,0.0,2,0,1,158071.69,0
8466,516,France,Female,33,7,127305.5,1,1,1,120037.36,0
8467,609,Germany,Male,38,6,140752.06,2,0,1,171430.16,0
8468,733,Germany,Female,33,7,187257.94,1,0,1,190430.81,0
8469,483,France,Female,30,9,0.0,2,0,0,136356.97,0
8470,581,Germany,Male,38,1,133105.47,1,1,0,105732.9,1
8471,850,Spain,Female,38,3,0.0,2,0,1,179360.76,0
8472,850,Spain,Male,22,3,0.0,1,1,1,144385.54,0
8473,732,France,Female,35,3,0.0,2,1,0,90876.95,0
8474,850,Germany,Male,40,4,166082.15,2,0,1,44406.17,0
8475,850,Germany,Female,31,4,164672.66,1,0,1,61936.1,0
8476,737,Germany,Female,22,10,111543.26,2,0,0,106327.85,0
8477,458,Germany,Male,44,7,84386.57,1,1,0,178642.73,0
8478,850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0
8479,519,France,Male,39,1,97700.02,1,1,1,30709.03,0
8480,710,Spain,Male,22,8,0.0,2,2,0,99645.04,0
8481,730,France,Female,22,9,65763.57,1,1,1,145792.01,0
8482,703,Germany,Female,26,1,97331.19,1,1,0,63717.49,0
8483,539,Germany,Female,34,4,91622.42,1,1,1,136603.42,0
8484,543,France,NotSpecified,36,6,0.0,2,1,0,176728.28,0
8485,726,France,Male,34,9,0.0,2,0,0,14121.61,0
8486,766,France,Male,32,6,185714.28,1,1,1,102502.5,0
8487,554,France,Female,39,5,0.0,2,1,1,18391.93,0
8488,608,Germany,Female,38,8,103653.51,1,1,1,137079.86,0
8489,749,Spain,Male,34,2,0.0,1,0,0,174189.04,1
8490,622,Spain,Female,47,6,142319.03,1,0,0,100183.05,0
8491,850,Spain,Male,35,7,110349.82,1,0,0,126355.8,0
8492,546,France,Male,34,4,165363.31,2,1,1,25744.13,1
8493,815,Germany,Female,25,8,135161.67,1,1,1,136071.05,0
8494,700,France,Male,38,8,134811.3,1,1,0,1299.75,0
8495,773,Germany,Female,36,4,105858.71,1,0,1,4395.45,0
8496,547,Germany,Male,50,3,81290.02,3,0,1,177747.03,1
8497,779,Spain,Female,26,4,174318.13,2,0,1,38296.21,0
8498,614,France,Male,40,6,0.0,1,1,1,20339.79,1
8499,818,France,Male,36,4,0.0,2,1,1,8037.03,0
8500,519,Germany,Male,38,1,114141.64,1,1,1,60988.21,1
8501,704,France,Male,32,7,127785.17,4,0,0,184464.7,1
8502,711,Spain,Male,37,2,0.0,2,1,0,83978.86,1
8503,600,Spain,Male,36,4,0.0,2,1,0,143635.36,0
8504,623,France,Male,48,5,118469.38,1,1,1,158590.25,0
8505,560,France,Male,49,4,0.0,1,1,1,100075.1,1
8506,564,France,Female,53,2,45472.28,1,1,1,41055.71,1
8507,526,France,Male,28,5,112070.44,1,0,1,126281.83,0
8508,719,Spain,Male,40,4,128389.12,1,1,1,176091.31,0
8509,796,Spain,Female,23,3,146584.19,2,0,0,125445.8,0
8510,803,France,Male,36,1,0.0,2,1,1,149370.93,0
8511,638,Germany,Female,39,0,122501.28,1,1,1,95007.8,0
8512,635,Spain,Male,24,4,0.0,2,1,1,70668.77,0
8513,569,Spain,Female,34,3,0.0,1,1,0,133997.53,0
8514,603,Spain,NotSpecified,56,5,90778.76,2,1,0,162223.67,1
8515,513,France,Female,45,0,164649.52,3,1,0,49915.52,1
8516,588,Germany,Female,37,7,70258.88,2,1,0,139607.61,0
8517,689,Spain,Female,55,4,0.0,2,1,1,58442.25,0
8518,665,Germany,Female,45,5,155447.65,2,1,0,51871.95,1
8519,735,Germany,Male,28,5,160454.15,2,0,1,114957.22,0
8520,594,Spain,Female,49,2,126615.94,2,0,1,123214.74,0
8521,768,France,Female,36,3,141334.95,1,0,1,125870.5,0
8522,483,France,Male,27,1,77805.66,1,1,1,2101.89,0
8523,660,Spain,Female,37,5,76534.49540312754,2,0,0,117834.91,0
8524,693,France,Male,29,2,151352.74,1,0,0,197145.89,0
8525,743,Germany,Female,35,1,146781.24,1,1,0,189307.7,0
8526,498,France,NotSpecified,73,5,170241.7,2,1,1,165407.96,0
8527,696,Germany,Male,32,4,84421.62,1,0,1,52314.71,0
8528,642,France,Male,25,7,0.0,2,1,0,102083.78,0
8529,650,France,Female,27,6,0.0,2,1,0,1002.39,0
8530,654,France,Male,32,9,121455.65,1,1,0,190068.53,1
8531,571,France,Female,33,1,0.0,2,1,0,102750.7,0
8532,634,Germany,Female,59,3,95727.05,1,0,0,97939.4,1
8533,656,Spain,Female,40,10,167878.5,1,0,1,151887.16,0
8534,850,Spain,Male,71,10,69608.14,1,2,0,97893.4,1
8535,410,France,Male,33,6,125789.69,1,0,0,66333.56,1
8536,451,Spain,Female,23,9,0.0,2,0,1,48021.71,0
8537,701,France,Male,51,9,0.0,2,0,0,61961.57,0
8538,751,France,Female,30,6,0.0,2,1,0,15766.1,0
8539,651,France,Male,34,3,0.0,2,1,1,105599.65,0
8540,487,France,Female,53,10,89550.85,1,0,1,90076.85,0
8541,751,France,Male,29,1,135536.5,1,1,0,66825.33,0
8542,452,France,NotSpecified,33,6,131698.57,2,1,0,151623.91,0
8543,728,Spain,Female,37,4,0.0,1,0,0,4539.38,0
8544,604,Spain,Female,41,10,0.0,2,1,1,166224.39,0
8545,629,France,Male,40,9,0.0,1,1,0,106.67,0
8546,466,Germany,Male,41,2,152102.18,2,1,0,181879.56,0
8547,717,France,Male,38,7,97459.06,1,0,0,189175.71,0
8548,794,Spain,Female,28,5,0.0,2,0,1,86699.98,0
8549,684,Germany,Female,37,2,133776.86,2,0,1,49865.04,0
8550,730,Germany,Male,38,0,38848.19,2,0,0,94003.11,0
8551,645,Spain,Female,49,5,110132.55,3,0,1,187689.91,1
8552,692,Germany,Male,45,6,152296.83,4,0,1,108040.86,1
8553,724,France,Male,31,5,0.0,1,1,0,134889.95,1
8554,729,Germany,Male,39,6,127415.85,1,1,1,184977.2,1
8555,720,France,Male,33,9,0.0,2,1,1,142956.48,0
8556,664,France,Female,31,9,114519.57,2,0,1,79222.02,0
8557,667,Spain,Male,39,9,0.0,2,1,0,68873.8,0
8558,850,Spain,Male,38,1,146343.98,1,0,1,103902.11,0
8559,850,Spain,Male,39,6,133214.13,1,0,1,20769.88,0
8560,609,Spain,Male,37,5,129312.79,1,1,1,26793.82,0
8561,850,Germany,Female,47,4,99219.47,2,1,1,122141.13,0
8562,703,Germany,Female,38,9,99167.54,1,1,0,65720.92,0
8563,812,France,Male,44,4,115049.15,2,1,0,165038.41,0
8564,564,Germany,Male,33,3,109341.87,1,1,0,75632.78,0
